"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tree_id","Input.path","Input.context","Input.story_block_1","Input.previous_action","Input.story_block_2","Answer.action_1","Answer.action_2","Approve","Reject"
"3JUDR1D0D6D0LHP9G7ZZ1EX73Z72QH","3MLSU5JHHUTLLP8LE5ADGCITRC3T6L","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Tue Oct 29 15:10:56 PDT 2019","1","BatchId:3817908;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 14:10:56 PST 2019","","","35GCEFQ6I6A06AKDX51JZ1ATYOT3Z7","A3PXCRGJZE1QC3","Approved","Tue Oct 29 16:24:02 PDT 2019","Tue Oct 29 16:26:14 PDT 2019","Fri Nov 01 16:26:14 PDT 2019","Tue Oct 29 17:34:25 PDT 2019","","","132","97% (28/29)","97% (28/29)","97% (28/29)","apoc_seed4","000000","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","You get the can of peas open and use the wooden spoon to take a bite of them.  They taste horrible, but you are so hungry that you hardly notice.","Keep eating the peas.","As you finish the peas, you feel your stomach begin to turn, and know you are in trouble.  You quickly look around for medicine.","Force yourself to vomit out the peas.","Try to find a place to lie down."
"3XUSYT70ITNZ0YIQWYP1IRXTNMY0DQ","3MLSU5JHHUTLLP8LE5ADGCITRC3T6L","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Tue Oct 29 15:10:56 PDT 2019","1","BatchId:3817908;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 14:10:56 PST 2019","","","36AHBNMV1SYYJCC5U85CY3N3J74DYE","A3OYZK65C2G39N","Approved","Tue Oct 29 15:45:37 PDT 2019","Tue Oct 29 15:48:01 PDT 2019","Fri Nov 01 15:48:01 PDT 2019","Tue Oct 29 17:34:25 PDT 2019","","","144","73% (11/15)","73% (11/15)","73% (11/15)","apoc_seed4","000001","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","You get the can of peas open and use the wooden spoon to take a bite of them.  They taste horrible, but you are so hungry that you hardly notice.","Spit the peas onto the ground and stop eating them.","You begin to feel nauseous and vomit.","realize this is from eating after a long time of not eating and force down the peas","throw the can and it bounces off a case of  vegetables you hurriedly  rush over to."
"3FK4G712NXM53WLK2Q3ANWPCJHQSSY","3MLSU5JHHUTLLP8LE5ADGCITRC3T6L","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Tue Oct 29 15:10:56 PDT 2019","2","BatchId:3817908;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 14:10:56 PST 2019","","","30LB5CDZNDW4PILGEIJ0X3CMVC10Z1","A3OYZK65C2G39N","Rejected","Tue Oct 29 15:50:50 PDT 2019","Tue Oct 29 15:52:13 PDT 2019","Fri Nov 01 15:52:13 PDT 2019","","Tue Oct 29 16:38:40 PDT 2019","Should be an action not a result","83","73% (11/15)","73% (11/15)","73% (11/15)","apoc_seed4","000010","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","You put the broom into your bag and carry it around in case you need to protect yourself.","Move to bedroom to find more stuff","As you enter the bedroom, you lead with the sharpened broom handle.  Luckily it is empty, and you quickly pack up a blanket and jacket you find in the closet.","there are thermals to wear in the drawers","there are arrows to pick up on the ground"
"3FK4G712NXM53WLK2Q3ANWPCJHQSSY","3MLSU5JHHUTLLP8LE5ADGCITRC3T6L","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Tue Oct 29 15:10:56 PDT 2019","2","BatchId:3817908;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 14:10:56 PST 2019","","","3EF8EXOTT2HEWS1USFKENE76H64J1C","AVJJ2QTJGVDID","Approved","Tue Oct 29 16:43:34 PDT 2019","Tue Oct 29 16:44:29 PDT 2019","Fri Nov 01 16:44:29 PDT 2019","Tue Oct 29 17:34:25 PDT 2019","","","55","100% (39/39)","100% (39/39)","100% (39/39)","apoc_seed4","000010","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","You put the broom into your bag and carry it around in case you need to protect yourself.","Move to bedroom to find more stuff","As you enter the bedroom, you lead with the sharpened broom handle.  Luckily it is empty, and you quickly pack up a blanket and jacket you find in the closet.","Try to fit some shoes in your bag that is quickly filling up.","Turn around to pick up your broom."
"302OLP89DZTLWJAUO4RJNRROB8YCAT","3MLSU5JHHUTLLP8LE5ADGCITRC3T6L","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Tue Oct 29 15:10:56 PDT 2019","1","BatchId:3817908;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 14:10:56 PST 2019","","","3PW9OPU9PR6EQW3MLUEMOXLPFV112Q","A3OYZK65C2G39N","Approved","Tue Oct 29 15:32:33 PDT 2019","Tue Oct 29 15:34:31 PDT 2019","Fri Nov 01 15:34:31 PDT 2019","Tue Oct 29 17:34:25 PDT 2019","","","118","73% (11/15)","73% (11/15)","73% (11/15)","apoc_seed4","000011","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","You put the broom into your bag and carry it around in case you need to protect yourself.","Check that doors are locked","You find one door is unlocked, leading you to a dark staircase.","go down the stairs","close the door without going through the doorway"
"3ZURAPD2889W57H4JNORKWJO4RKF1J","3MLSU5JHHUTLLP8LE5ADGCITRC3T6L","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Tue Oct 29 15:10:56 PDT 2019","1","BatchId:3817908;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 14:10:56 PST 2019","","","37TD41K0AIVRIYUIV6ICWBHKHM6CS9","A18H3EK547GHD4","Approved","Tue Oct 29 16:27:38 PDT 2019","Tue Oct 29 16:28:40 PDT 2019","Fri Nov 01 16:28:40 PDT 2019","Tue Oct 29 17:34:25 PDT 2019","","","62","100% (65/65)","100% (65/65)","100% (65/65)","apoc_seed4","000020","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","A man appears from another room in the house.","Confront him - maybe he has things you can steal.","You pull out your gun and ask the man what he is doing there.  You notice his bag, and tell him to empty it.","Knock the man unconscious.","Browse through the stuff the man pulled out of the bag."
"30QQTY5GMK6ZZBTW3S0Z76B4H0Z7U7","3MLSU5JHHUTLLP8LE5ADGCITRC3T6L","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Tue Oct 29 15:10:56 PDT 2019","1","BatchId:3817908;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 14:10:56 PST 2019","","","3P529IW9KZ7BHXJ22ZBCSVOSM5PFL8","A3PXCRGJZE1QC3","Approved","Tue Oct 29 16:18:12 PDT 2019","Tue Oct 29 16:19:35 PDT 2019","Fri Nov 01 16:19:35 PDT 2019","Tue Oct 29 17:34:25 PDT 2019","","","83","97% (28/29)","97% (28/29)","97% (28/29)","apoc_seed4","000021","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","A man appears from another room in the house.","Run away.","You burst through the front door of the house, knowing the man won't take kindly to you stealing the few things he had left.","Look behind  yourself to see if he's chasing you.","Run as fast as you can towards the nearest suitable hiding place."
"309D674SHZ7QFTFMUIRFI2BUTQJCBO","3MLSU5JHHUTLLP8LE5ADGCITRC3T6L","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Tue Oct 29 15:10:56 PDT 2019","1","BatchId:3817908;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 14:10:56 PST 2019","","","37TRT2X24RDF9QJMUCD3TQKF3IBBJ3","A2YY9CKRJLL113","Approved","Tue Oct 29 15:28:20 PDT 2019","Tue Oct 29 15:29:47 PDT 2019","Fri Nov 01 15:29:47 PDT 2019","Tue Oct 29 17:34:26 PDT 2019","","","87","100% (12/12)","100% (12/12)","100% (12/12)","apoc_seed4","000030","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","There's a name carved in the wood: Paolo.","Take the broom as a weapon","As I round the corner there is a man standing there. I can only assume it is Paolo.","Ask Paolo to join you in your quest for survival.","Hit Paolo in the head with the broom, knocking him unconscious, then leave a note thanking him for the gift."
"3PUOXASB57PKZTBZOCXR2UHPE829ZA","3MLSU5JHHUTLLP8LE5ADGCITRC3T6L","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Tue Oct 29 15:10:56 PDT 2019","1","BatchId:3817908;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 14:10:56 PST 2019","","","30BUDKLTXEH59UGLF1BZTO7VOE95ER","AVJJ2QTJGVDID","Approved","Tue Oct 29 16:10:04 PDT 2019","Tue Oct 29 16:11:19 PDT 2019","Fri Nov 01 16:11:19 PDT 2019","Tue Oct 29 17:34:26 PDT 2019","","","75","100% (39/39)","100% (39/39)","100% (39/39)","apoc_seed4","000031","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","There's a name carved in the wood: Paolo.","Try to find Paolo to be not alone anymore","Seeing signs of another person gives you hope someone may be out there, even if it is just a sign they were there in the past.  You call out for Paolo, and listen in anticipation.","Check another building.","Give up as Paolo probably died a long time ago."
"31D0ZWOD0AL12RFECOYZSQPN2J1A0Y","3MLSU5JHHUTLLP8LE5ADGCITRC3T6L","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Tue Oct 29 15:10:56 PDT 2019","1","BatchId:3817908;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 14:10:56 PST 2019","","","3ZQIG0FLQF2GOOHR6SNIJS8U86GWV5","AVJJ2QTJGVDID","Approved","Tue Oct 29 16:15:42 PDT 2019","Tue Oct 29 16:16:54 PDT 2019","Fri Nov 01 16:16:54 PDT 2019","Tue Oct 29 17:34:26 PDT 2019","","","72","100% (39/39)","100% (39/39)","100% (39/39)","apoc_seed4","000100","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","The medikit is very basic.  Still it can come in handy.  You decide to take it with you.","Put the medikit into your bag and move on","You come across a girl lying on the ground. You walk over to her.","Check if she is sleeping.","Yell out ""Hey get up!"""
