"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tree_id","Input.path","Input.context","Input.story_block_1","Input.previous_action_1","Input.story_block_2","Input.previous_action_2","Answer.result","Approve","Reject"
"3PIOQ99R7Y8O2WLJJZHO33XUHFGNUA","3FRA5KKDL3CEJ9G6TXTTZZ05H0Z92L","Write the results of an action in a text adventure","Write possible actions in a text adventure. Make sure answer is a result of an action. Not an action","chat, utterance, data collection","$0.05","Tue Oct 29 18:31:02 PDT 2019","1","BatchId:3818065;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 17:31:02 PST 2019","","","3W2LOLRXLC1X0H6T8UZ5UKPW0UYRKH","A1REEDHLKOZY2M","Submitted","Tue Oct 29 18:53:12 PDT 2019","Tue Oct 29 18:54:02 PDT 2019","Fri Nov 01 18:54:02 PDT 2019","","","","50","0% (0/0)","0% (0/0)","0% (0/0)","apoc_seed4","0000000","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","You get the can of peas open and use the wooden spoon to take a bite of them.  They taste horrible, but you are so hungry that you hardly notice.","Keep eating the peas.","As you finish the peas, you feel your stomach begin to turn, and know you are in trouble.  You quickly look around for medicine.","Force yourself to vomit out the peas.","You turn to the nearest bush and release the contents of your stomach, the pain subsides but the hunger returns."
"3AFT28WXLFO1BQQVQXSNZP9ODUYIOC","3FRA5KKDL3CEJ9G6TXTTZZ05H0Z92L","Write the results of an action in a text adventure","Write possible actions in a text adventure. Make sure answer is a result of an action. Not an action","chat, utterance, data collection","$0.05","Tue Oct 29 18:30:56 PDT 2019","1","BatchId:3818065;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 17:30:56 PST 2019","","","374TNBHA8CHS8LGAZUBWY2U22N3QY8","A34QZDSTKZ3JO9","Submitted","Tue Oct 29 18:45:43 PDT 2019","Tue Oct 29 18:46:22 PDT 2019","Fri Nov 01 18:46:22 PDT 2019","","","","39","100% (26/26)","100% (26/26)","100% (26/26)","apoc_seed3","0003200","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","You crawl towards the door and manage to prise it open using the little strength that is still available, you reach fresh air just before you suffocate.","Take the deepest breath ever","You are overcome with relief and feel a surge of energy after breathing the air in.","Sit there breathing in oxygen for a short while.","You feel better after you take in the air.  You slowly get back up."
"3R15W654VDF6M3BHQDH4GAWG9ZAQL6","3FRA5KKDL3CEJ9G6TXTTZZ05H0Z92L","Write the results of an action in a text adventure","Write possible actions in a text adventure. Make sure answer is a result of an action. Not an action","chat, utterance, data collection","$0.05","Tue Oct 29 18:30:56 PDT 2019","1","BatchId:3818065;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 17:30:56 PST 2019","","","3TVRFO09GL1SHJAN2THYY2OZQBOLXA","ABGFBUCWV7C23","Submitted","Tue Oct 29 18:52:04 PDT 2019","Tue Oct 29 18:53:57 PDT 2019","Fri Nov 01 18:53:57 PDT 2019","","","","113","100% (8/8)","100% (8/8)","100% (8/8)","apoc_seed3","0003201","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","You crawl towards the door and manage to prise it open using the little strength that is still available, you reach fresh air just before you suffocate.","Take the deepest breath ever","You are overcome with relief and feel a surge of energy after breathing the air in.","Head back into the suffocating building to keep looking.","You go back down into the building's basement, and your old Maglite flashlight catches a faint reflection on the wall. It is an old sign, coated with years of dust. It reads ""Fallout Shelter."""
"302U8RURJZNOFBAJOPRTZPZDVMPNVZ","3FRA5KKDL3CEJ9G6TXTTZZ05H0Z92L","Write the results of an action in a text adventure","Write possible actions in a text adventure. Make sure answer is a result of an action. Not an action","chat, utterance, data collection","$0.05","Tue Oct 29 18:31:02 PDT 2019","1","BatchId:3818065;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 17:31:02 PST 2019","","","3URFVVM1664K54XWCPXKMA0TB2IUZD","A34QZDSTKZ3JO9","Submitted","Tue Oct 29 19:10:10 PDT 2019","Tue Oct 29 19:11:18 PDT 2019","Fri Nov 01 19:11:18 PDT 2019","","","","68","100% (26/26)","100% (26/26)","100% (26/26)","apoc_seed4","0000001","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","You get the can of peas open and use the wooden spoon to take a bite of them.  They taste horrible, but you are so hungry that you hardly notice.","Keep eating the peas.","As you finish the peas, you feel your stomach begin to turn, and know you are in trouble.  You quickly look around for medicine.","Try to find a place to lie down.","You lie down in a chair in the corner.  It's uncomfortable, but you still fall asleep."
"3OID399FXGTQX2XGZG8MLYKXTOZDFJ","3FRA5KKDL3CEJ9G6TXTTZZ05H0Z92L","Write the results of an action in a text adventure","Write possible actions in a text adventure. Make sure answer is a result of an action. Not an action","chat, utterance, data collection","$0.05","Tue Oct 29 18:30:56 PDT 2019","1","BatchId:3818065;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 17:30:56 PST 2019","","","3L0KT67Y8F24L1VNRY01T293KBTSY4","A3KPQ7L5FS8SD6","Submitted","Tue Oct 29 19:10:17 PDT 2019","Tue Oct 29 19:10:56 PDT 2019","Fri Nov 01 19:10:56 PDT 2019","","","","39","0% (0/0)","0% (0/0)","0% (0/0)","apoc_seed3","0003210","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","You crawl towards the door and manage to prise it open using the little strength that is still available, you reach fresh air just before you suffocate.","Use flashlight to hold door open to regain strength","You are able to get all the way out the door. You see a guy walking toward you.","keep head down and hope you are not seen","You keep walking, but the guy introduces himself.  He seem friendly and you have a conversation about what to do next."
"33NKDW9FFX4XSWINZEJX7Z2MCTJXCU","3FRA5KKDL3CEJ9G6TXTTZZ05H0Z92L","Write the results of an action in a text adventure","Write possible actions in a text adventure. Make sure answer is a result of an action. Not an action","chat, utterance, data collection","$0.05","Tue Oct 29 18:31:02 PDT 2019","1","BatchId:3818065;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 17:31:02 PST 2019","","","3R3YRB5GRGPJ4WPO0XHL5H9K2HCUAD","A1M93ROHPQL8FX","Submitted","Tue Oct 29 19:13:40 PDT 2019","Tue Oct 29 19:15:10 PDT 2019","Fri Nov 01 19:15:10 PDT 2019","","","","90","0% (0/0)","0% (0/0)","0% (0/0)","apoc_seed4","0000010","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","You get the can of peas open and use the wooden spoon to take a bite of them.  They taste horrible, but you are so hungry that you hardly notice.","Spit the peas onto the ground and stop eating them.","You begin to feel nauseous and vomit.","realize this is from eating after a long time of not eating and force down the peas","You fight through the nausea and keep the food down."
"3OPLMF3EU59LJ6YPALPNCG1B4ONNLG","3FRA5KKDL3CEJ9G6TXTTZZ05H0Z92L","Write the results of an action in a text adventure","Write possible actions in a text adventure. Make sure answer is a result of an action. Not an action","chat, utterance, data collection","$0.05","Tue Oct 29 18:30:56 PDT 2019","1","BatchId:3818065;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 17:30:56 PST 2019","","","3OE22WJIGJABRCW5PTE7VHOP6ZQQU8","A34QZDSTKZ3JO9","Submitted","Tue Oct 29 18:38:41 PDT 2019","Tue Oct 29 18:39:15 PDT 2019","Fri Nov 01 18:39:15 PDT 2019","","","","34","100% (26/26)","100% (26/26)","100% (26/26)","apoc_seed3","0003211","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","You crawl towards the door and manage to prise it open using the little strength that is still available, you reach fresh air just before you suffocate.","Use flashlight to hold door open to regain strength","You are able to get all the way out the door. You see a guy walking toward you.","raise head and ask for help","You call for help but the man looks away.  You yell louder to get his attention."
"3MG8450X2OWO5HXWZEUG7S2PHUHUPD","3FRA5KKDL3CEJ9G6TXTTZZ05H0Z92L","Write the results of an action in a text adventure","Write possible actions in a text adventure. Make sure answer is a result of an action. Not an action","chat, utterance, data collection","$0.05","Tue Oct 29 18:31:02 PDT 2019","1","BatchId:3818065;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 17:31:02 PST 2019","","","3T3IWE1XG79WRZHGPOOXQL2NNLPTQQ","A3GSJTSSIJJHBN","Submitted","Tue Oct 29 19:03:07 PDT 2019","Tue Oct 29 19:04:11 PDT 2019","Fri Nov 01 19:04:11 PDT 2019","","","","64","0% (0/0)","0% (0/0)","0% (0/0)","apoc_seed4","0000011","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","You get the can of peas open and use the wooden spoon to take a bite of them.  They taste horrible, but you are so hungry that you hardly notice.","Spit the peas onto the ground and stop eating them.","You begin to feel nauseous and vomit.","throw the can and it bounces off a case of  vegetables you hurriedly  rush over to.","Looking over the vegetables you feel they are by far uneatable."
"3K1H3NEY7LLWB2TBA0E43JK9U3ZDGI","3FRA5KKDL3CEJ9G6TXTTZZ05H0Z92L","Write the results of an action in a text adventure","Write possible actions in a text adventure. Make sure answer is a result of an action. Not an action","chat, utterance, data collection","$0.05","Tue Oct 29 18:30:56 PDT 2019","1","BatchId:3818065;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 17:30:56 PST 2019","","","317HQ483I8ELFOODFKXC8K597TOIND","A1REEDHLKOZY2M","Submitted","Tue Oct 29 19:11:29 PDT 2019","Tue Oct 29 19:12:44 PDT 2019","Fri Nov 01 19:12:44 PDT 2019","","","","75","0% (0/0)","0% (0/0)","0% (0/0)","apoc_seed3","0003300","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","You put the washcloth on your neck.  It's cool and it perks you up right away.","Stand up and keep moving.","You move through the corridor, desperately looking for a way out. You come to an intersection.","turn right at the intersection.","Their is no clear sign of what direction you should be going. You know you are lost. You come to a second intersection."
"36U4VBVNQOZ9HUDBC6Y5CN24IC5RU2","3FRA5KKDL3CEJ9G6TXTTZZ05H0Z92L","Write the results of an action in a text adventure","Write possible actions in a text adventure. Make sure answer is a result of an action. Not an action","chat, utterance, data collection","$0.05","Tue Oct 29 18:30:56 PDT 2019","1","BatchId:3818065;OriginalHitTemplateId:928390845;","300","259200","Tue Nov 05 17:30:56 PST 2019","","","3X73LLYYQ20LJTDT92FR884U7G4HNE","AV2JAQ49I2AJM","Submitted","Tue Oct 29 18:48:55 PDT 2019","Tue Oct 29 18:50:03 PDT 2019","Fri Nov 01 18:50:03 PDT 2019","","","","68","0% (0/0)","0% (0/0)","0% (0/0)","apoc_seed3","0003301","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","You put the washcloth on your neck.  It's cool and it perks you up right away.","Stand up and keep moving.","You move through the corridor, desperately looking for a way out. You come to an intersection.","turn left at the intersection.","You notice a number of doors lining this hall of the corridor. One hangs partially open."
